category,question,answer,language
香港證券交易服務,不同股價的最低上落價位是多少？,"


股價由(HK$)
最低上落價位


0.01
0.001


0.25
0.005


0.50
0.010


1.00
0.010


2.00
0.010


5.00
0.010


10.00
0.020


20.00
0.050


100.00
0.100


200.00
0.200


500.00
0.500


1000.00
1.000


2000.00
2.000


5,000.00 至 9,995.00
5.000


",tc
香港證券交易服務,我可如何透過網上理財 / 流動理財處理改盤或取消盤指示？,你只須在「證券交易」版面選擇「香港證券交易」，再進入「交易情況 / 更改交易指示」版面以處理改盤或取消盤指示。請注意，已確定之沽出碎股指示不能作更改或取消。,tc
香港證券交易服務,在網上理財落盤後，我可否透過其他渠道查詢、更改或取消交易指示？,可以。你可選擇跨渠道處理交易指示。例如，你可透過流動理財、自動化電話系統或專人接聽電話交易專線處理各指示。,tc
香港證券交易服務,香港證券交易的交收安排為何？,香港證券交易會按照港交所的交收週期進行。證券及款項的交收會於T+2交易日進行。,tc
香港證券交易服務,在進行「雙櫃台」(人民幣及港幣櫃台)證券買賣時，有什麼須要注意？,買賣「雙櫃台」(人民幣及港幣櫃台)證券時，請注意如發行人只以人民幣分派股息，你必須持有人民幣結算賬戶，方可收取人民幣股息。,tc
香港證券交易服務,在參予買賣納斯達克–美國證券交易所試驗計劃(試驗計劃)之證券時，有什麼須要注意？,按照納斯達克–美國證券交易所試驗計劃(試驗計劃)掛牌買賣的證券是為熟悉投資技巧的投資者而設的。你在買賣該項試驗計劃的證券之前，應先諮詢有關持牌人或註冊人的意見和熟悉該項試驗計劃。你應知悉，按照該項試驗計劃掛牌買賣的證券並非以香港聯合交易所有限公司的主板或創業板作第一或第二上市的證券類別加以監管。,tc
滬港通,滬港通是什麼？,「滬港證券交易機制」(滬港通)建立一個香港及中國內地的共同市場。滬港通容許投資者利用交易所及結算中心，交易及結算於兩地證券市場的上市證券。滬港通是由香港交易所（港交所）、上海證券交易所（上交所）與中國證券登記結算有限責任公司（中國結算）在中國內地與香港兩地證券市場建立的交易及結算互聯互通機制，旨在實現兩地投資者直接進入對方市場的目標。在滬港通項目下，香港聯合交易所有限公司（聯交所）與上交所將實現兩地市場買賣盤相互傳遞及設立相關技術基礎設施，從而讓各自市場的投資者能夠買賣在對方市場上市的指定股本證券。中華通—指為互相進入聯交所和上交所市場，由聯交所、上交所、香港結算和中國結算建立的或將要建立的證券交易及結算互聯互通機制。港股通—內地合資格投資者可透過滬港通南向交易於上海證券交易所(上交所)登記的內地證券所及證券交易服務公司，向港交所發出交易指示買賣於香港聯合交易上市(港交所)的合資格港股通證券。合資格證券包括恆生綜合大型股指數及恆生綜合中型股指數的成份股，以及所有同時於上交所及港交所上市的證券。滬股通—香港及海外投資者可透過滬港通北向交易於港交所登記的本地證券所及證券交易服務公司，向上交所發出交易指示買賣於上交所上市的合資格滬股通證券。滬股通的合資格證券包括上證180指數及上證380指數成份股，以及所有同時於上交所及港交所上市的證券(不包括被實施風險警示及並非以人民幣買賣的證券)。 ,tc
滬港通,我可以於什麼渠道買賣滬股通證券？,"你可透過以下渠道買賣滬股通證券：
網上理財 
CITIC流動理財
自動電話理財證券買賣專線
專人接聽證券買賣熱線
",tc
滬港通,請問滬股通證券買賣接受什麼指示盤？,滬股通證券買賣一律只接受限價盤。你的限價盤指示會於開盤集合競價時段送出市場。,tc
滬港通,北向交易的交收安排為何？,與港股的交收安排不同，北向交易會按照上交所A股市場的交收週期進行。證券交收會於交易日（T日）進行，款項交收則會於T+1日進行。,tc
滬港通,請問我可以於買入滬股通證券當天即時將該證券賣出嗎？另外，我可以將即日賣出證券的款項即時買入其他的滬股通證券嗎？,不可以，北向交易不允許進行即日買賣，你於交易日（T日）買入的滬股通證券只可以於T+1日或之後賣出。另外，因為款項交收會於T+1日進行，你不可以將即日賣出證券的款項即時買入其他滬股通證券。,tc
滬港通,請問我的滬股通證券買賣指示可以更改或取消嗎？,北向交易不允許更改買賣指示。如欲更改買賣指示，你必須先取消原有未執行的買賣指示，於成功取消後，閣下可重新提交新的買賣指示。,tc
滬港通,買賣滬股通證券，需要繳付什麼費用？,你需支付第三者費用如經手費、證管費、過戶費、交易印花稅，以及本行費用如經紀佣金。詳情請參閱「投資產品服務收費」。有關費用會以人民幣支付。,tc
滬港通,滬股通證券會在什麼情況下被暫停買入？,"你於下列情況下將不可以買入滬股通證券：
							a)該等證券不再屬於有關指數成份股；
							b)該等證券被實施風險警示；
							c)該等證券相應的H股不再在聯交所掛牌買賣；
							d)每日額度餘額降至零或以下；
							e)總額度餘額少於每日額度。",tc
滬港通,滬股通證券的每手單位 / 碎股、買賣規模及最低上落價位如何？,所有滬股通證券每手均為100股（必須以整手發出買入指示），僅沽出指示可接納碎股。滬股通證券最低上落價位劃一為人民幣0.01元。每宗單一買賣指示之最高限額為100萬股。,tc
滬港通,請問我的買入指示有可能會以碎股成交？,你的買入指示的最終成交股數有可能出現碎股。,tc
滬港通,惡劣天氣情況下，會如何安排？,"北向交易在惡劣天氣情況下的交易安排如下：
若上交所通知由於惡劣天氣下一交易日可能暫停A 股交易，聯交所將會相應地通知香港市場。
假如 8 號（或以上）颱風訊號及 / 黑色暴雨警告在香港市場開市前發出，北向交易將暫停服務。當該訊號停止，北向交易按照現行香港做法恢復交易。（詳情請參閱香港交易所網站：http://www.hkex.com.hk/chi/market/typhoons/tradingarrangement_c.htm）
假如 8 號（或以上）颱風訊號在香港市場開市後但上海市場開市前發出（9時至9時15分之間），北向交易將暫停服務。
假如 8 號（或以上）颱風訊號在上海市場開市後才發出，於訊號發出後15分鐘後將停止交易。之後只會接受取消買賣指示直至上交所收市。




情況
北向交易
香港市場現有安排


八號颱風訊號 / 黑色暴雨警告於香港市場開市前發出(即早上9時前)
不開放
不開放


八號颱風訊號於早上9時至9時15分之間發出
不開放
開市前時段後停止交易


八號颱風訊號於早上9時至9時15分之間發出（即早上9時15分）
15分鐘後停止交易，之後只接受取消買賣指示直至上交所收市
15分鐘後停止交易


黑色暴雨警告於香港市場開市後發出
如常交易
如常交易


八號颱風訊號 / 黑色暴雨警告於中午12時前解除
兩小時後恢復交易
兩小時後恢復交易


八號颱風訊號 / 黑色暴雨警告於中午12時後解除
不開放
不開放


",tc
滬港通,我已持有證券交易戶口，可否即時買賣滬股通證券？,你只需為現有的證劵交易戶口設定人民幣結算戶口，即可於下一個工作天買賣滬股通證券。如欲設定證劵交易戶口的結算戶口，請即登入網上理財或親臨分行辦理。,tc
滬港通,我已持有證券交易戶口，但未設定證券交易戶口的人民幣結算戶口，該怎麼辦？,如欲設定證劵交易戶口的結算戶口，請即登入網上理財或親臨分行辦理。,tc
滬港通,我可否認購首次公開發售之滬股通證券新股？,不，滬港通並不支援首次公開招股。,tc
滬港通,哪裡可獲取更多有關滬港通的資訊？,"你可透過香港交易所網站的「中國證券市場網頁」查閱更多有關滬港通的資訊，例如投資者資料文件、投資者常見問題、合資格股份、投資額度餘額等等。(網址：http://www.hkex.com.hk/chi/csm/chinaConnect.asp?LangCode=tc)買賣上海A股與港股的比較



 
透過滬港通北向交易買賣上海A股
於香港買賣港股


可買賣證券
- 上證180指數的成份股- 上證380指數的成份股- 同時在港交所及上交所上市的A股(不包括被實施風險警示及並非以人民幣買賣的證券)
於港交所上市的所有證券


額度
總額度：人民幣3,000 億元每日額度：人民幣130億元
沒有額度限制


結算貨幣
人民幣
港幣


每手股數
每手均為100股
每手股數按個別證券而定


價格限制
落盤價位不可超過前一日收市價的+/- 10%
沒有規定


最低上落價位
劃一為人民幣0.01元
按證券價格由港幣0.001元至5元不等


交易時間
開盤集合競價：09:15 – 09:25早市：09:30 – 11:30午市：13:00 – 15:00
開市前時段：09:00 – 09:30早市：09:30 – 12:00延續早市：12:00-13:00午市：13:00 – 16:00收市競價交易時段：16:00-16:10


交易日
兩地市場均開放交易且兩地市場的銀行於相應的交收日均開放服務的工作日
所有港交所交易日


交收及結算
證券交收：T日款項交收：T+1日
證券及款項交收：T+2日


回轉交易(即日鮮)
不允許，剛於T日買入的證券僅可以於T+1日或之後賣出
允許


收費及稅項
- 經手費(上交所收取)：成交額的0.00487%- 證管費(中國證監會收取)：成交額的0.002%- 過戶費(0.002%由中國結算收取，0.002%由香港結算收取)：成交額的0.004%- 交易印花稅(國家稅務總局收取)：成交金額的0.1% (賣貨)
- 交易徵費(香港證監會收取)：成交額的0.0027%- 交易費(港交所收取)：成交額的0.005%- 印花稅(香港特區政府收取)：成交金額的0.1%


",tc
美國證券交易服務,中信銀行(國際)的美國證券交易服務包括什麼產品和服務？,"本行的美國證券交易服務提供美國上市證券的買賣及託管服務，包括在紐約證券交易所及納斯達克證券市場上市之證券。惟本行並不接受任何市值低於5,000萬美元及股價低於0.5美元之證券的買入指示。",tc
美國證券交易服務,我可以於什麼渠道買賣美國證券？,"你可透過以下渠道買賣美國證券：
網上理財 
CITIC流動理財
",tc
美國證券交易服務,我可以於網上開立戶口買賣美國證券嗎？,現有客戶可於網上銀行開立證券賬戶，只須登入i-banking後於「開立戶口」頁面選擇開立「證券現金戶口」，並親臨分行完成W-8BEN 表格及市場數據展示服務協議即可買賣美國證券。如閣下為全新客戶或尚未開立網上銀行服務，客戶可親臨分行辨理。請注意，本行的證券買賣服務不適用於美國人士。,tc
美國證券交易服務,什麼是W-8BEN表格？它是否需要更新？,W-8BEN 表格是用作向美國國稅局 (Internal Revenue Service) 申報非美國人士身份的文件。此表格是需要每 3 年更新一次。否則，於 W-8BEN 表格過期後所進行之美國證券交易將不會再按非美國人士之標準徵稅。,tc
美國證券交易服務,何時為美國證券市場的交易時間？,"
北半球夏令時段 - (香港時間) 21:30 - 04:00
北半球冬令時段 - (香港時間) 22:30 - 05:00
北半球夏令時段由每年三月的第二個星期日的凌晨 2am 開始。北半球冬令時段由每年十一月的第一個星期日的凌晨 2am 開始。 閣下可於(香港時間) 19:30至美國證券市場收市前經本行的網上銀行進行交易。閣下如有任何問題，可聯絡本行的美國證券服務專線(852) 2287 6688 尋求協助。服務時間(香港時間)：星期一至五全日[上午5時至9時(北半球夏天)及上午6時至9時、下午9時至10時(北半球冬天)及美國公眾假期除外]",tc
美國證券交易服務,我需要多久才可以沽出我的證券及何時可以收到已沽售證券之金額 ？,閣下之證券可於買入後即時沽出。賣貨之金額將於賣貨執行後3日(即交易日後3個工作日)存入閣下之賬戶內。,tc
美國證券交易服務,我可否於香港的公眾假期時買賣美國之證券？,可以，只要美國證券市場是交易日便可。,tc
美國證券交易服務,投資海外的證券是否需要繳稅？,非美國人士買賣美國證券所得之資本收益可豁免繳付任何美國稅項，但所得之股息收入則須繳付30%之預扣稅。上述並非稅項建議，有關稅項問題，請諮詢個別之稅務顧問。,tc
美國證券交易服務,美國證交會收費如何？,美國證交會收費即本行投資產品服務收費表上所指的銷售稅(Sales Tax)，是根據1934年證券交易所法而釐訂，這項費用適用於沽出交易所上市之證券。這項費用為個別收費，與經紀佣金及其他交易徵費不同。美國證券交易委員會將不時重估有關收費。,tc
EIPO,甚麼是首次公開招股？,「首次公開招股」(IPO)是指一間公司首次向公眾投資者發行新股及將證券在證券交易所上市買賣。,tc
EIPO,i-banking的網上認購新股服務能提供的服務是甚麼？,i-banking客戶可透過這項服務經網上認購首次發行的新股(黃表申請)。,tc
EIPO,客戶需符合甚麼資格才可透過i-banking認購新股？,"客戶須：
為本行的i-banking客戶(個人客戶)；
為個人申請者；
擁有有效之個人名義的證券戶口(黃表申請者)；
個別公司於首次公開招股或許會接受非香港居民申請，詳情請參閱有關招股書。
",tc
EIPO,網上認購新股有什麼步驟？,"第一步 
							於決定認購新股前，你應該細閱有關之招股書，才作出投資決定。你可於登入i-banking後，到 ""證券交易"" > ""新股認購""中取得有關之招股資料第二步  
							按""網上認購""鍵及閣下欲申請之新股，細閱電子公開招股服務之條款及細則及一般條款，填寫申請表及發出有關之付款指示，以便我們於特定時間從你的指定賬戶扣除認購股款 第三步  
							確認你的申請詳情及於網上遞交申請表後，你即獲發參考編號以作記錄 第四步  
							請確保你的指定支賬賬戶有足夠款項以便我們於所定的時間過賬，否則有關申請將會自動作廢，亦不作另行通知",tc
EIPO,是否可以修改或取消網上新股認購的申請？,不可以，申請表一旦獲得接納，即不得修改或取消。,tc
EIPO,怎樣才知道申請是否已被成功遞交股份過戶登記處？,我們會於所指定的支賬賬戶中扣除申請股份所需之款項後把申請表於正式截止時間前送交股份過戶登記處。如申請表上有任何錯誤或所指定的支賬賬戶未有足夠款項，申請將會自動作廢，並不另行通知。,tc
EIPO,怎樣取回因認購申請未獲成功分配而退回的認購金額，或因股價調整後而多付之申請金額？,"黃表申請者
							退款將會於指定的退款日直接存入客戶的證券戶口內。白表申請者
							發行人之股份過戶處將以支票形式把有關之認購金額退回客戶。退款支票將於發行人公佈之退款日期當天，以郵遞方式寄回客戶於網上認購新股服務申請表上所填報之地址。",tc
EIPO,如認購申請成功地獲得分配，客戶會否收到證券? 客戶將怎樣取得獲分配之股份？,"黃表申請者
							如客戶之申請全部或部份獲接納，所獲配發之證券將會直接存入客戶的證券戶口內。白表申請者
							如客戶成功地獲得分配股份，發行人之股份過戶處將以客戶之名字登記而發出證券，並於發行人公佈之派發日期內，以郵遞方式把證券寄予客戶於網上認購新股服務申請表上所填報之地址。",tc
EIPO,EIPO申請的手續費是多少？,有關資料以個別EIPO為準。,tc
EIPO,可以登入自己的i-banking幫別人申請EIPO嗎？,不可以。,tc
EIPO,認購新股公司股份涉及的風險,"認購高於投資者的需要
							投資人士可能因未必會完全獲取其認購數量而認購多於自己的實際需要,但假如是次招股行動並沒有超額認購，投資者將會獲得所有認購的數量及支付全數應繳款項。 市場風險
							當公司掛牌上市後，其股份有機會跌破招股價。 業務風險
							決定投資之前，你應瞭解有關公司之業務性質，徹底細讀其招股書、公司財務報告、甚至尋求專業人士的意見，方才作出投資決定。",tc
General Information of Securities Trading Service,Steps of Securities Trading via ibanking/CITICmobile,"
Login to ibanking /  CITICmobile
Click Securities Trading  > Choose Securities Trading Market (Hong Kong Securities Trading/Shanghai-HK  Stock Connect/US Securities Trading) > Trade
Enter the required  trading order details > Submit
Verify the order details  > Confirm
A reference number will  be displayed if the order is accepted by the system (you can check the order  status via ""Order Status / Amendment""
",en
General Information of Securities Trading Service,What information do I need to provide to place an order of securities trading?,"You can place an Order on the Trade page, follow these steps:
Enter the appropriate  Symbol at Quote Bar to get a quote for the securities you wish to trade.  (Please click on 'Symbol Lookup' if you do not know the Symbol for the security  you wish to view.)
Select the appropriate  Securities Trading Account.
Select the Transaction  Type (if applicable)
Enter the appropriate  Stock Code. (Please click on 'Stock Code Lookup' if you do not know the Stock  Code for the security you wish to view.)
Enter the number of  shares to buy or sell in the Quantity field.
Enter the Limit Prices  (if applicable)
Select  Good Till Day (if applicable)
Click  'Submit' button to preview the order or 'Clear' button to clear all fields and  start from the beginning.
Click 'Confirm' button to  place your order.
An Order Confirmation will appear verifying that the order has been accepted for processing. A transaction number will also be issued to you.",en
General Information of Securities Trading Service,When will China CITIC Bank International debit my securities purchase from my account when I am trading securities?,"Upon the Bank process the order, the purchase amount will be held on Securities Settlement Account. The actual debit of the money will take place on the settlement day. Money held between the placement day and the settlement day would continue to earn interest in your account.",en
General Information of Securities Trading Service,How can I check Securities buying power via i-banking?,"You may select Securities Trading Account in Order Placement page and then can ""Check Settlement Account available balance"". You can see by currencies buying power at a glance.",en
General Information of Securities Trading Service,How can I be sure that my order reaches the trading platform of China CITIC Bank International over the Internet and is being placed?,"An online order confirmation with a transaction reference number will be provided to you immediately. This confirmation indicates that we have received your order instruction. You will need to check the order status by clicking to find out whether your order has been filled. The status shows the stage at which your order is being processed.
Pending – Order  is pending to process.
Processing -  Order is processing.
Queuing - Order  has not yet been filled.
Fully executed  - Order has been completely executed.
Partial  completed - Order has been partially executed.
Expired - Order  has not been executed due to the expiration of the time condition set.
Rejected -  Order has been rejected by particular reason.
",en
General Information of Securities Trading Service,How can I check my order status or execution result?,"Simply go to Securities Trading page, then you can choose ""Order Status / Amendment"" to check your order status or execution result. Also, You may opt to receive email or SMS for execution result.",en
General Information of Securities Trading Service,"If I want to amend an open order, what should I do?","
Click on ""Order Status /  Amendment"".
Select Amend from the  Action column on the order intended to change and the Amend Order page will  appear.
Enter order changes as  necessary in the fields provided. The existing order details are displayed on  the left for comparison.
An Order Confirmation  will appear verifying that the order amendment has been accepted for  processing. From here you can click the Trade Status link to check the order  status. 
Please note : Cancellation request will be promptly submitted to relevant exchanges for execution on a best effort. Any fully cancel request or open or partially filled order amended request cannot be guaranteed as the original order may be partially or fully executed. Cancellation or Amendment request is subject to the market conditions as well as prior execution of your original order.",en
General Information of Securities Trading Service,"If I want to cancel an open or partially filled order, what should I do?","
Click on ""Order Status / Amendment"".
Select Cancel from the Action column and the Order Cancellation page will appear.
To confirm the cancellation of your order by clicking the Cancel Order button.
iClick the Cancel button if you have selected an incorrect order to cancel or you do not wish to cancel the order. If an error has occurred, the details will be displayed.
A Confirmation page will appear verifying that the order cancellation has been accepted for processing. From here you can click the Order Status link to check the order status.
If you have an outstanding order that is not yet filled in the market, you may cancel it by clicking 'Cancel' on the Trade Status page to proceed the cancellation. Please note that cancellation request will be promptly submitted to relevant exchanges for execution on a best effort basis. Any fully cancel request or open or partially filled order amendment request cannot be guaranteed as the original order may be partially or fully executed. Cancellation or Amendment request is subject to the market conditions as well as prior execution of your original order.",en
General Information of Securities Trading Service,What will be happened if the orders are not executed by the end of the Good Till Day?,All unmatched days orders will expire at the end of the Good Till Day. You will have to re-enter the order after the trading hours if you wish to keep the order for the next business day.,en
General Information of Securities Trading Service,What can I see in trade status and balances when an outstanding order cancelled?,The withheld fund of the cancelled order will be released to Usable Balance for Trading immediately.,en
General Information of Securities Trading Service,What can I see in trade status and balances when an outstanding order expired?,The order will be remarked in Trade Status as 'Expired' and withheld fund will be released to Usable Balance for Trading after Good Till Day market closed.,en
General Information of Securities Trading Service,"What is the ""Average Cost"" shown in the Portfolio Summary?","The ""Average Cost"" is calculated using the weighted average purchases price and charge information available to the Bank, and the amount is displayed for indication only.If you have US securities bought on or before 27 Feb 2015, the market closing price of 27 Feb 2015 is used as the weighted Average Cost of such holdings.",en
General Information of Securities Trading Service,Is there any per order transaction limit for Securities Trading Service?,"Yes, at present, the per order transaction limit for Securities Trading transaction is HK$2,000,000 or equivalent.",en
General Information of Securities Trading Service,What type of statements do I receive?,"You will receive a Trade Confirmation whenever there is a transaction in your trading account. Monthly statements will be sent to you within the first seven business days of each calendar month, showing the cash balance and all securities in your Securities Trading account and all your transaction activities within the previous month. Alternatively, you can access your account information online.",en
General Information of Securities Trading Service,"If I would like to have a reprint of my monthly statement or contract note, what should I do?",Duplicate statements can be issued on request. Please apply for reprints through our Securities Trading Service Hotline. Additional charges may apply.,en
General Information of Securities Trading Service,How can I get further assistant?,"You can visit our branch or contact us over the phone (For Hong Kong and SSE Securities Trading, please call 2287 6088. For U.S. Securities Trading, please call 2287 6688).",en
General Information of Securities Trading Service,"My order is not yet executed, why I have received SMS alert?","To strengthen security of our securities trading service, you will receive SMS alert after submitting your first securities trading order on each calendar day for each market.",en
General Information of Securities Trading Service,Will I receive 3 SMS alerts if I place orders on all 3 markets?,"Yes, you will receive SMS alert after placing first order to each of all 3 markets on each calendar day.",en
Hong Kong Securities Trading Services,Where can I trade Hong Kong Securities?,"You can trade Hong Kong Securities through the following channels:
i-Banking  service
CITICmobile
Automated Securities Trading Hotline
Manned Securities Trading Hotline
",en
Hong Kong Securities Trading Services,What order types can I choose?,"You may choose:
At-Auction Limit Order
Enhanced Limit Order
Market Order
Take Profit Order
Stop Loss Order
",en
Hong Kong Securities Trading Services,Can I place odd lot order?,"Simply go to ""HK Securities Trading"" page under ""Securities Trading"", then you can choose ""Sell Odd-lot"", and enter your Odd-lot disposal order. Please note that no Odd-lot purchasing order is accepted.",en
Hong Kong Securities Trading Services,"What is ""Good Till Date"" feature?","You can make use of ""Good Till Date"" (GTD) feature to place an order, which can valid for a maximum of eight trading days. The order with this feature will be treated as At-auction Limit Order when carrying forward to next day, and will be handle in Pre-opening Session. Please note that the order will not be carried to next trading day if it was partially executed, full executed, cancelled or rejected.",en
Hong Kong Securities Trading Services,"Why the order is rejected with an alert message ""The input price is out of the spread range""?",We only accept At-auction Limit Order within 199-price spread and Enhanced Limit Order within 23-price spread of the nominal price. Instructions that out of the spread will be rejected.,en
Hong Kong Securities Trading Services,What is the minimum price spreads for different stock price range?,"


Price from (HK$)
Minimum Spread


0.01
0.001


0.25
0.005


0.50
0.010


1.00
0.010


2.00
0.010


5.00
0.010


10.00
0.020


20.00
0.050


100.00
0.100


200.00
0.200


500.00
0.500


1000.00
1.000


2000.00
2.000


5,000.00 to 9,995.00
5.000


",en
Hong Kong Securities Trading Services,How can I amend or cancel my order via ibanking / CITIC mobile?,"Simply go to ""HK Securities Trading"" under ""Securities Trading"", then you can choose ""Order Status / Amendment"" to amend or cancel your order. Please note that confirmed odd-lot selling order instruction cannot be amended or cancelled.",en
Hong Kong Securities Trading Services,"After placing a securities trading order on Internet, can I enquire or place amendment / cancellation instruction through other channels?","Yes, you can check, amend or cancel your order by cross channels, i.e. you may do it via Automated Securities Trading Hotline, Manned Securities Trading Hotline or CITIC mobile.",en
Hong Kong Securities Trading Services,What is the settlement arrangement for Hong Kong Secuirties Trading?,Hong Kong Securities Trading will follow HKEX settlement cycle. Securities and money settlement will be on T+2 day.,en
Hong Kong Securities Trading Services,What should be noted when doing Dual Counter (RMB and HKD counters) securities transactions?,"When trading Dual Counter (RMB and HKD counters) securities trading, please note that if the issuer pays dividends in RMB only, you are required to hold a RMB settlement account to receive RMB dividends.",en
Hong Kong Securities Trading Services,What should be noted when trading with securities under the Nasdaq-Amex Pilot Program (PP)?,The securities under the Nasdaq-Amex Pilot Program (PP) are aimed at sophisticated investors. You should consult the licensed or registered person and become familiarized with the PP before trading in the PP securities. You should be aware that the PP securities are not regulated as a primary or secondary listing on the Main Board or the Growth Enterprise Market of The Stock Exchange of Hong Kong Limited.,en
Shanghai-Hong Kong Stock Connect,What is Shanghai-Hong Kong Stock Connect?,"Shanghai-Hong Kong Stock Connect ('SH-HK Connect') is a securities trading and clearing links programme to be developed by Hong Kong Exchanges and Clearing Limited ('HKEX'), Shanghai Stock Exchange ('SSE') and China Securities Depository and Clearing Corporation Limited ('ChinaClear'), aiming to achieve a breakthrough in mutual market access between the Mainland and Hong Kong.Under SH-HK Connect, The Stock Exchange of Hong Kong Limited ('SEHK'), a wholly-owned subsidiary of HKEX, and SSE will establish mutual order-routing connectivity and related technical infrastructure to enable investors of their respective market to trade designated equity securities listed in the other's market.China Connect - refers to the mutual market access between the SEHK and SSE, this is a programme that links the stock markets in Shanghai and Hong for securities trading and settlement established by SEHK, SSE, HKEX and ChinaClear.Southbound Trading Link (STL) - Eligible investors in Mainland China can place orders to trade eligible shares listed on the SEHK through Mainland securities firms and a securities trading service company established by SSE by routing the orders to the SEHK. The eligible securities include the constituent stocks of the Hang Seng Composite LargeCap Index and the Hang Seng Composite MidCap Index, and the shares of all companies listed on both the SSE and SEHK.Northbound Trading Link (NTL) - Hong Kong and overseas investors can place orders to trade eligible shares listed on the SSE through their local brokers and a securities trading service company established by the SEHK by routing the orders to the SSE. Shares eligible to be accepted as an 'SSE Securities' to trade through NTL shall comprise all constituent stocks of the SSE180 Index and SSE380 Index, and shares of all SSE-listed companies that have issued both A and H shares (excluding shares that are not traded in RMB and those under risk alert board)",en
Shanghai-Hong Kong Stock Connect,Where can I trade SSE Securities?,"You can trade SSE Securities through the following channels:
i-Banking service 
CITICmobile
Automated Securities Trading Hotline
Manned Securities Trading Hotline
",en
Shanghai-Hong Kong Stock Connect,What kind of order can I enter when trading SSE Securities?,Only Limit Order is accepted. Your limit order can be sent in the Opening Call Auction session.,en
Shanghai-Hong Kong Stock Connect,What is the settlement arrangement for Northbound Trading?,"The settlement arrangement will be different to Hong Kong Securities Trading. Northbound Trading will follow SSE A-share settlement cycle. Securities settlement will be on T day, while money settlement will be on T+1 day.",en
Shanghai-Hong Kong Stock Connect,"Can I sell the SSE Securities I have bought before its settlement? In addition, can I use the funds from selling a SSE Security to buy a new SSE Security before its settlement?","No. Day trading is not allowed for Northbound Trading. Therefore, you can only sell the shares on and after T+1 day. In addition, since the money settlement will be on T+1 day, you cannot use the fund from selling the SSE securities to buy another SSE Securities at the same day.",en
Shanghai-Hong Kong Stock Connect,Can I amend or cancel my SSE Securities trading order?,"Order amendment is not allowed for Northbound Trading. If you want to amend your trading order, you have to cancel the order first and place a new order after successfully cancelled.",en
Shanghai-Hong Kong Stock Connect,What are the charges for trading of SSE Securities?,"You have to pay third-party charges such as handling fee, securities management fee, transfer fee, stamp duty as well as bank charges such as brokerage commission fee. For details, please refer to the Investment Products Service Fees and Charges. The fees will be charged in Renminbi.",en
Shanghai-Hong Kong Stock Connect,Under what circumstances will the purchase of SSE Securities be suspended?,"Investors will not be able to buy SSE Securities under the following circumstances: 
							a) the SSE Securities cease to be a constituent stock of the relevant indices; 
							b) the SSE Securities are under risk alert board;
							c) the corresponding H share of the SSE Securities cease to be traded on SEHK;
							d) the Daily Quota Balance drops to zero or below;
							e) the Aggregate Quota Balance is less than Daily Quota.",en
Shanghai-Hong Kong Stock Connect,"What are the board lot/ odd lot, order size and price spread for SSE Securities?",The board lot size of all SSE Securities is 100 shares (buy orders must be in board lot). Odd lot trading is only available for sell orders. The price spread for SSE Securities is uniformly set at RMB0.01. The maximum order size is one million shares.,en
Shanghai-Hong Kong Stock Connect,Will my buy order in board lot be executed resulting in odd lot trade?,"Yes, the executed quantities of your buy order may result in odd lots.",en
Shanghai-Hong Kong Stock Connect,What is the contingency arrangement under severe weather conditions?,"Northbound Trading arrangement under severe weather conditions will be as follows:
If SSE is suspended due  to bad weather, Northbound Trading will not open and SEHK will inform Hong Kong  market accordingly.
If typhoon signal number  8 (or above) and/or black rainstorm warning is issued in Hong Kong before Hong  Kong market opens, Northbound Trading will not open. If the signal/warning is subsequently  discontinued on the same day, arrangement for the resumption of Northbound  Trading will follow that for the SEHK market (detailed arrangement is available  on the HKEX website at  http://www.hkex.com.hk/eng/market/typhoons/tradingarrangement.htm).
If typhoon no. 8 (or  above) is issued in Hong Kong after Hong Kong market opens but before SSE  market opens (between 9:00 a.m. and 9:15 a.m.), Northbound Trading will not  open.
If typhoon signal number  8 (or above) is issued in Hong Kong after SSE market has opened, trading will  terminate in 15 minutes after the signal was issued. Thereafter, only order  cancellation will be accepted until SSE market closed.




Scenarios
Northbound Trading Arrangement
Hong Kong Market today


T8/Black rainstorm issued before HK market opens (i.e. before 9:00 a.m.)
Not open
Not open


T8 issued between 9:00 a.m. and 9:15 a.m.
Not open
Trading terminates after Pre-opening Session


T8 issued after SSE market opens (i.e. 9:15 a.m.)
Trading terminates in 15 minutes after T8 issuance, thereafter only order cancellation is allowed until SSE market closes
Trading terminates in 15 minutes


Black rainstorm issued after HK market opens (i.e. 9:00 a.m.)
Trading continues as normal
Trading continues as normal


T8/Black rainstorm discontinued at or before 12:00 noon
Trading resumes after 2 hours
Trading resumes after 2 hours


T8/Black rainstorm discontinued after 12:00 noon
Not open
Not open


",en
Shanghai-Hong Kong Stock Connect,"I already have a securities trading account with the Bank, can I trade SSE Securities instantly?","Once you have linked up a CNY settlement account with your securities trading account, you will be able to trade SSE securities from next working day. To link up a settlement account for an existing securities trading account, please login to our i-banking platform or visit our branches.",en
Shanghai-Hong Kong Stock Connect,"I already have a securities trading account with the Bank but have not linked any CNY settlement account with the securities trading account, what should I do?","To set up a settlement account for an existing securities trading account, please visit our branches or login to our i-banking platform.",en
Shanghai-Hong Kong Stock Connect,Can I subscribe for SSE Securities initial public offering ('IPO')?,No. SH-HK Connect does not support IPO.,en
